Aktual;Predicted
ABBR;ABBR
ABBR;ABBR
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;DESC
ENTY;DESC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;DESC
DESC;LOC
DESC;LOC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;HUM
DESC;LOC
DESC;ENTY
DESC;DESC
DESC;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
ENTY;LOC
ENTY;HUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;LOC
ABBR;ABBR
ABBR;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
HUM;LOC
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;LOC
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;LOC
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;DESC
HUM;ENTY
HUM;HUM
HUM;ENTY
HUM;HUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
LOC;LOC
LOC;LOC
LOC;LOC
NUM;NUM
NUM;NUM
ENTY;LOC
ENTY;LOC
ENTY;ENTY
ENTY;ENTY
ENTY;DESC
ENTY;DESC
ENTY;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;HUM
LOC;ENTY
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;ENTY
LOC;LOC
LOC;LOC
NUM;HUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;DESC
NUM;LOC
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;HUM
ENTY;ENTY
ENTY;ENTY
ENTY;HUM
ENTY;LOC
ENTY;HUM
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
ENTY;DESC
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;HUM
ENTY;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;NUM
ENTY;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
ENTY;LOC
ENTY;DESC
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;HUM
ENTY;ENTY
ENTY;ENTY
