Aktual;Predicted
ABBR;ABBR
ABBR;ENTY
ENTY;ENTY
ENTY;HUM
ENTY;HUM
ENTY;ENTY
ENTY;LOC
ENTY;ENTY
ENTY;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
NUM;ENTY
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
LOC;LOC
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;ENTY
DESC;DESC
DESC;ABBR
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;DESC
DESC;ENTY
DESC;DESC
DESC;ENTY
DESC;NUM
DESC;DESC
HUM;DESC
HUM;HUM
HUM;HUM
HUM;HUM
ENTY;ENTY
ENTY;LOC
ENTY;DESC
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
NUM;LOC
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;HUM
ENTY;ENTY
ABBR;ABBR
ABBR;DESC
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
HUM;HUM
HUM;ENTY
HUM;ENTY
HUM;HUM
HUM;DESC
HUM;ENTY
HUM;ENTY
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;LOC
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;DESC
HUM;HUM
HUM;HUM
HUM;HUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
LOC;LOC
LOC;LOC
LOC;HUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;HUM
ENTY;ENTY
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
LOC;HUM
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;ENTY
LOC;LOC
NUM;NUM
NUM;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;HUM
ENTY;ENTY
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;ENTY
DESC;DESC
DESC;NUM
DESC;DESC
DESC;DESC
ENTY;DESC
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;ENTY
ENTY;LOC
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
ENTY;DESC
ENTY;DESC
ENTY;DESC
HUM;HUM
HUM;ENTY
HUM;DESC
ENTY;ENTY
ENTY;HUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
