Aktual;Predicted
ABBR;ABBR
ABBR;ABBR
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;HUM
ENTY;DESC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
NUM;NUM
NUM;HUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;ENTY
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;DESC
DESC;LOC
DESC;LOC
DESC;DESC
DESC;DESC
DESC;ENTY
DESC;ENTY
DESC;LOC
DESC;ENTY
DESC;DESC
DESC;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
ENTY;LOC
ENTY;HUM
ENTY;HUM
ENTY;DESC
ENTY;ENTY
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;LOC
ABBR;ABBR
ABBR;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
HUM;HUM
HUM;HUM
HUM;ENTY
HUM;ENTY
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;LOC
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;LOC
HUM;ENTY
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;HUM
HUM;ENTY
HUM;HUM
HUM;HUM
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
LOC;LOC
LOC;LOC
LOC;LOC
NUM;NUM
NUM;NUM
ENTY;LOC
ENTY;LOC
ENTY;ENTY
ENTY;ENTY
ENTY;DESC
ENTY;DESC
ENTY;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;LOC
LOC;HUM
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;HUM
LOC;ENTY
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;ENTY
LOC;LOC
LOC;LOC
LOC;ENTY
LOC;LOC
LOC;LOC
NUM;HUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;DESC
NUM;HUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;HUM
ENTY;ENTY
ENTY;DESC
ENTY;HUM
ENTY;HUM
ENTY;ENTY
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;ABBR
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
DESC;DESC
ENTY;ENTY
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;HUM
ENTY;ENTY
LOC;LOC
LOC;LOC
LOC;LOC
ENTY;ENTY
ENTY;HUM
ENTY;HUM
ENTY;DESC
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;ENTY
ENTY;HUM
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;DESC
ENTY;ENTY
HUM;DESC
HUM;HUM
HUM;HUM
ENTY;DESC
ENTY;DESC
ENTY;ENTY
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
NUM;NUM
ENTY;ENTY
ENTY;ENTY
ENTY;DESC
